Match_id,League_id,Season,Stage,Date,home_team_api_id,away_team_api_id,Result,B365H,B365D,B365A,HomeTeam_buildUpPlaySpeed,HomeTeam_buildUpPlayPassing,HomeTeam_chanceCreationShooting,HomeTeam_defencePressure,HomeTeam_buildUpPlayDribbling,HomeTeam_chanceCreationPassing,HomeTeam_chanceCreationCrossing,HomeTeam_defenceAggression,HomeTeam_defenceTeamWidth,AwayTeam_buildUpPlaySpeed,AwayTeam_buildUpPlayPassing,AwayTeam_chanceCreationShooting,AwayTeam_defencePressure,AwayTeam_buildUpPlayDribbling,AwayTeam_chanceCreationPassing,AwayTeam_chanceCreationCrossing,AwayTeam_defenceAggression,AwayTeam_defenceTeamWidth
1769,1729,2008/2009,13,2008-11-15,10260,10194,0,1.14,7.5,23,70,45,65,40,,45,70,50,40,65,70,55,35,,70,70,70,35
1770,1729,2008/2009,13,2008-11-15,9825,10252,2,1.5,4,7,66,30,35,30,,30,45,40,50,70,59,50,30,,65,70,70,30
1771,1729,2008/2009,13,2008-11-15,8654,8462,1,2.5,3.25,2.88,58,30,50,30,,31,70,70,30,70,70,55,40,,70,70,70,40
1772,1729,2008/2009,13,2008-11-16,8668,8549,1,1.83,3.5,4.5,60,65,45,40,,60,70,70,40,70,70,50,30,,70,70,70,30
1773,1729,2008/2009,13,2008-11-15,10261,8528,1,2.1,3.3,3.6,70,60,60,45,,65,70,65,45,70,70,50,35,,70,70,70,35
1774,1729,2008/2009,13,2008-11-15,8655,8472,2,2,3.4,3.8,55,70,55,45,,60,70,70,45,60,70,55,35,,70,70,70,35
1775,1729,2008/2009,13,2008-11-15,9879,8586,0,3.3,3.3,2.25,60,70,50,40,,70,70,35,40,70,50,50,50,,50,65,50,50
1776,1729,2008/2009,13,2008-11-15,8559,8650,2,6,3.75,1.62,55,70,45,35,,70,70,70,35,50,35,70,40,,50,60,60,40
1777,1729,2008/2009,13,2008-11-15,8659,8455,2,12,5,1.3,65,40,55,70,,70,70,70,70,70,60,70,30,,56,70,60,35
1778,1729,2008/2009,13,2008-11-16,8667,8456,1,2.88,3.25,2.5,65,60,55,70,,70,70,70,70,70,60,70,45,,55,70,55,45
1779,1729,2008/2009,14,2008-11-22,8650,9879,1,1.25,5.5,15,50,35,70,40,,50,60,60,40,60,70,50,40,,70,70,35,40
1780,1729,2008/2009,14,2008-11-23,8472,8654,2,2.1,3.4,3.5,60,70,55,35,,70,70,70,35,58,30,50,30,,31,70,70,30
1781,1729,2008/2009,14,2008-11-23,8586,8655,0,1.73,3.75,4.75,70,50,50,50,,50,65,50,50,55,70,55,45,,60,70,70,45
1782,1729,2008/2009,14,2008-11-22,10252,10260,1,5,3.6,1.73,70,59,50,30,,65,70,70,30,70,45,65,40,,45,70,50,40
1783,1729,2008/2009,14,2008-11-22,8549,8559,2,1.91,3.4,4.33,70,70,50,30,,70,70,70,30,55,70,45,35,,70,70,70,35
1784,1729,2008/2009,14,2008-11-22,8456,9825,0,3.25,3.4,2.2,70,60,70,45,,55,70,55,45,66,30,35,30,,30,45,40,50
1785,1729,2008/2009,14,2008-11-22,8462,8667,1,1.8,3.6,4.5,70,70,55,40,,70,70,70,40,65,60,55,70,,70,70,70,70
1786,1729,2008/2009,14,2008-11-22,10194,8659,0,2.2,3.3,3.4,65,70,55,35,,70,70,70,35,65,40,55,70,,70,70,70,70
1787,1729,2008/2009,14,2008-11-24,8528,8668,0,2.5,3.3,2.88,70,70,50,35,,70,70,70,35,60,65,45,40,,60,70,70,40
1788,1729,2008/2009,14,2008-11-22,8455,10261,1,1.2,6,19,70,60,70,30,,56,70,60,35,70,60,60,45,,65,70,65,45
1789,1729,2008/2009,15,2008-12-01,8650,8654,1,1.3,5,12,50,35,70,40,,50,60,60,40,58,30,50,30,,31,70,70,30
1790,1729,2008/2009,15,2008-11-29,8472,8559,2,2.25,3.3,3.3,60,70,55,35,,70,70,70,35,55,70,45,35,,70,70,70,35
1791,1729,2008/2009,15,2008-11-30,8586,8668,2,1.91,3.5,4,70,50,50,50,,50,65,50,50,60,65,45,40,,60,70,70,40
1792,1729,2008/2009,15,2008-11-29,10252,9879,1,1.57,3.8,6.5,70,59,50,30,,65,70,70,30,60,70,50,40,,70,70,35,40
1793,1729,2008/2009,15,2008-11-29,8549,10261,1,2.2,3.3,3.4,70,70,50,30,,70,70,70,30,70,60,60,45,,65,70,65,45
1794,1729,2008/2009,15,2008-11-30,8456,10260,2,4.33,3.6,1.83,70,60,70,45,,55,70,55,45,70,45,65,40,,45,70,50,40
1795,1729,2008/2009,15,2008-11-30,8462,8655,0,2.1,3.3,3.6,70,70,55,40,,70,70,70,40,55,70,55,45,,60,70,70,45
1796,1729,2008/2009,15,2008-11-29,10194,8667,1,2.4,3.4,2.88,65,70,55,35,,70,70,70,35,65,60,55,70,,70,70,70,70
1797,1729,2008/2009,15,2008-11-29,8528,8659,0,1.73,3.6,5,70,70,50,35,,70,70,70,35,65,40,55,70,,70,70,70,70
1798,1729,2008/2009,15,2008-11-30,8455,9825,2,1.8,3.4,5,70,60,70,30,,56,70,60,35,66,30,35,30,,30,45,40,50
1799,1729,2008/2009,16,2008-12-06,10260,8472,0,1.14,7.5,23,70,45,65,40,,45,70,50,40,60,70,55,35,,70,70,70,35
1800,1729,2008/2009,16,2008-12-06,9825,8528,0,1.33,4.75,11,66,30,35,30,,30,45,40,50,70,70,50,35,,70,70,70,35
1801,1729,2008/2009,16,2008-12-08,8654,8586,2,2.75,3.25,2.62,58,30,50,30,,31,70,70,30,70,50,50,50,,50,65,50,50
1802,1729,2008/2009,16,2008-12-07,8668,10252,2,2.62,3.25,2.75,60,65,45,40,,60,70,70,40,70,59,50,30,,65,70,70,30
1803,1729,2008/2009,16,2008-12-06,10261,10194,1,1.8,3.5,4.75,70,60,60,45,,65,70,65,45,65,70,55,35,,70,70,70,35
1804,1729,2008/2009,16,2008-12-06,8655,8650,2,5.5,3.5,1.73,55,70,55,45,,60,70,70,45,50,35,70,40,,50,60,60,40
1805,1729,2008/2009,16,2008-12-06,9879,8456,1,2.6,3.2,2.8,60,70,50,40,,70,70,35,40,70,60,70,45,,55,70,55,45
1806,1729,2008/2009,16,2008-12-06,8559,8455,2,7,3.8,1.53,55,70,45,35,,70,70,70,35,70,60,70,30,,56,70,60,35
1807,1729,2008/2009,16,2008-12-07,8659,8462,1,2.62,3.25,2.75,65,40,55,70,,70,70,70,70,70,70,55,40,,70,70,70,40
1808,1729,2008/2009,16,2008-12-06,8667,8549,0,2.38,3.25,3.1,65,60,55,70,,70,70,70,70,70,70,50,30,,70,70,70,30
1809,1729,2008/2009,17,2008-12-13,8650,8667,1,1.33,5,10,50,35,70,40,,50,60,60,40,65,60,55,70,,70,70,70,70
1810,1729,2008/2009,17,2008-12-13,8472,8659,0,2,3.4,3.8,60,70,55,35,,70,70,70,35,65,40,55,70,,70,70,70,70
1811,1729,2008/2009,17,2008-12-13,8586,10260,1,4.5,3.5,1.83,70,50,50,50,,50,65,50,50,70,45,65,40,,45,70,50,40
1812,1729,2008/2009,17,2008-12-13,10252,8559,0,1.67,3.6,5.5,70,59,50,30,,65,70,70,30,55,70,45,35,,70,70,70,35
1813,1729,2008/2009,17,2008-12-13,8549,9825,1,4.5,3.6,1.8,70,70,50,30,,70,70,70,30,66,30,35,30,,30,45,40,50
1814,1729,2008/2009,17,2008-12-13,8456,8668,2,2,3.4,3.8,70,60,70,45,,55,70,55,45,60,65,45,40,,60,70,70,40
1815,1729,2008/2009,17,2008-12-14,8462,10261,2,2.05,3.2,3.4,70,70,55,40,,70,70,70,40,70,60,60,45,,65,70,65,45
1816,1729,2008/2009,17,2008-12-13,10194,9879,1,2.5,3.25,2.88,65,70,55,35,,70,70,70,35,60,70,50,40,,70,70,35,40
1817,1729,2008/2009,17,2008-12-13,8528,8655,0,2.1,3.3,3.6,70,70,50,35,,70,70,70,35,55,70,55,45,,60,70,70,45
1818,1729,2008/2009,17,2008-12-14,8455,8654,1,1.25,5.5,15,70,60,70,30,,56,70,60,35,58,30,50,30,,31,70,70,30
1819,1729,2008/2009,18,2009-01-14,10260,8528,0,1.2,6,15,70,45,65,40,,45,70,50,40,70,70,50,35,,70,70,70,35
1820,1729,2008/2009,18,2008-12-21,9825,8650,1,2.4,3.25,3,66,30,35,30,,30,45,40,50,50,35,70,40,,50,60,60,40
1821,1729,2008/2009,18,2008-12-20,8654,10252,2,3,3.4,2.37,58,30,50,30,,31,70,70,30,70,59,50,30,,65,70,70,30
1822,1729,2008/2009,18,2008-12-22,8668,8455,1,5,3.6,1.73,60,65,45,40,,60,70,70,40,70,60,70,30,,56,70,60,35
1823,1729,2008/2009,18,2008-12-21,10261,8586,0,2.37,3.4,3,70,60,60,45,,65,70,65,45,70,50,50,50,,50,65,50,50
1824,1729,2008/2009,18,2008-12-20,8655,10194,0,1.83,3.5,4.5,55,70,55,45,,60,70,70,45,65,70,55,35,,70,70,70,35
1825,1729,2008/2009,18,2008-12-20,9879,8549,0,2.2,3.25,3.5,60,70,50,40,,70,70,35,40,70,70,50,30,,70,70,70,30
1826,1729,2008/2009,18,2008-12-20,8559,8462,0,2.2,3.25,3.4,55,70,45,35,,70,70,70,35,70,70,55,40,,70,70,70,40
1827,1729,2008/2009,18,2008-12-21,8659,8456,0,3.25,3.3,2.25,65,40,55,70,,70,70,70,70,70,60,70,45,,55,70,55,45
1828,1729,2008/2009,18,2008-12-20,8667,8472,2,2.1,3.25,3.75,65,60,55,70,,70,70,70,70,60,70,55,35,,70,70,70,35
1829,1729,2008/2009,19,2008-12-26,8650,8559,0,1.33,4.5,12,50,35,70,40,,50,60,60,40,55,70,45,35,,70,70,70,35
1830,1729,2008/2009,19,2008-12-26,8472,8655,1,2.25,3.25,3.3,60,70,55,35,,70,70,70,35,55,70,55,45,,60,70,70,45
1831,1729,2008/2009,19,2008-12-26,8586,9879,1,1.72,3.6,5,70,50,50,50,,50,65,50,50,60,70,50,40,,70,70,35,40
1832,1729,2008/2009,19,2008-12-26,10252,9825,1,2.5,3.3,2.87,70,59,50,30,,65,70,70,30,66,30,35,30,,30,45,40,50
1833,1729,2008/2009,19,2008-12-26,8549,8668,2,2.5,3.3,2.87,70,70,50,30,,70,70,70,30,60,65,45,40,,60,70,70,40
1834,1729,2008/2009,19,2008-12-26,8456,8667,0,1.8,3.6,4.5,70,60,70,45,,55,70,55,45,65,60,55,70,,70,70,70,70
1835,1729,2008/2009,19,2008-12-26,8462,8654,2,2.2,3.25,3.4,70,70,55,40,,70,70,70,40,58,30,50,30,,31,70,70,30
1836,1729,2008/2009,19,2008-12-26,10194,10260,2,12,5,1.3,65,70,55,35,,70,70,70,35,70,45,65,40,,45,70,50,40
1837,1729,2008/2009,19,2008-12-26,8528,10261,0,2.25,3.3,3.25,70,70,50,35,,70,70,70,35,70,60,60,45,,65,70,65,45
1838,1729,2008/2009,19,2008-12-26,8455,8659,0,1.14,7.5,21,70,60,70,30,,56,70,60,35,65,40,55,70,,70,70,70,70
1839,1729,2008/2009,2,2008-08-23,8650,8549,0,1.36,4.5,10,50,35,70,40,,50,60,60,40,70,70,50,30,,70,70,70,30
1840,1729,2008/2009,2,2008-08-23,8586,8472,2,1.5,4,7,70,50,50,50,,50,65,50,50,60,70,55,35,,70,70,70,35
1841,1729,2008/2009,2,2008-08-23,10261,8559,0,1.8,3.5,4.75,70,60,60,45,,65,70,65,45,55,70,45,35,,70,70,70,35
1842,1729,2008/2009,2,2008-08-24,8456,8654,0,2.3,3.25,3.2,70,60,70,45,,55,70,55,45,58,30,50,30,,31,70,70,30
1843,1729,2008/2009,2,2008-08-23,8655,8667,1,1.57,3.75,7,55,70,55,45,,60,70,70,45,65,60,55,70,,70,70,70,70
1844,1729,2008/2009,2,2008-08-23,9879,9825,0,6.5,3.75,1.57,60,70,50,40,,70,70,35,40,66,30,35,30,,30,45,40,50
1845,1729,2008/2009,2,2008-08-23,8659,8668,2,2.88,3.25,2.5,65,40,55,70,,70,70,70,70,60,65,45,40,,60,70,70,40
1846,1729,2008/2009,2,2008-08-25,8462,10260,2,4.8,3.4,1.8,70,70,55,40,,70,70,70,40,70,45,65,40,,45,70,50,40
1847,1729,2008/2009,2,2008-08-23,10194,10252,0,5,3.6,1.73,65,70,55,35,,70,70,70,35,70,59,50,30,,65,70,70,30
1848,1729,2008/2009,2,2008-08-24,8528,8455,2,8.5,4.5,1.4,70,70,50,35,,70,70,70,35,70,60,70,30,,56,70,60,35
1849,1729,2008/2009,20,2008-12-29,10260,8549,0,1.2,6.5,19,70,45,65,40,,45,70,50,40,70,70,50,30,,70,70,70,30
1850,1729,2008/2009,20,2008-12-28,9825,8462,0,1.4,4.5,10,66,30,35,30,,30,45,40,50,70,70,55,40,,70,70,70,40
1851,1729,2008/2009,20,2008-12-28,8654,10194,0,1.72,3.6,5.5,58,30,50,30,,31,70,70,30,65,70,55,35,,70,70,70,35
1852,1729,2008/2009,20,2008-12-28,8668,8472,0,1.8,3.6,5,60,65,45,40,,60,70,70,40,60,70,55,35,,70,70,70,35
1853,1729,2008/2009,20,2008-12-28,10261,8650,2,5,3.6,1.8,70,60,60,45,,65,70,65,45,50,35,70,40,,50,60,60,40
1854,1729,2008/2009,20,2008-12-28,8655,8456,1,2.62,3.3,2.87,55,70,55,45,,60,70,70,45,70,60,70,45,,55,70,55,45
1855,1729,2008/2009,20,2008-12-28,9879,8455,1,6.5,3.75,1.61,60,70,50,40,,70,70,35,40,70,60,70,30,,56,70,60,35
1856,1729,2008/2009,20,2008-12-28,8559,8528,2,2.3,3.25,3.4,55,70,45,35,,70,70,70,35,70,70,50,35,,70,70,70,35
1857,1729,2008/2009,20,2008-12-28,8659,8586,0,3.5,3.4,2.2,65,40,55,70,,70,70,70,70,70,50,50,50,,50,65,50,50
1858,1729,2008/2009,20,2008-12-30,8667,10252,2,4.33,3.6,1.91,65,60,55,70,,70,70,70,70,70,59,50,30,,65,70,70,30
1859,1729,2008/2009,21,2009-01-11,10260,8455,0,2.2,3.2,3.5,70,45,65,40,,45,70,50,40,70,60,70,30,,56,70,60,35
1860,1729,2008/2009,21,2009-01-10,9825,8559,0,1.36,4.33,11,66,30,35,30,,30,45,40,50,55,70,45,35,,70,70,70,35
1861,1729,2008/2009,21,2009-01-10,10252,8659,0,1.4,4.33,9,70,59,50,30,,65,70,70,30,65,40,55,70,,70,70,70,70
1862,1729,2008/2009,21,2009-01-10,8668,8667,0,1.62,3.75,6,60,65,45,40,,60,70,70,40,65,60,55,70,,70,70,70,70
1863,1729,2008/2009,21,2009-01-10,8549,8472,1,2.25,3.2,3.4,70,70,50,30,,70,70,70,30,60,70,55,35,,70,70,70,35
1864,1729,2008/2009,21,2009-01-10,10261,8654,1,2.2,3.3,3.4,70,60,60,45,,65,70,65,45,58,30,50,30,,31,70,70,30
1865,1729,2008/2009,21,2009-03-11,9879,8655,2,2.25,3.2,3.4,60,70,50,40,,70,70,35,40,55,70,55,45,,60,70,70,45
1866,1729,2008/2009,21,2009-02-14,8462,8456,0,2.87,3.25,2.5,70,70,55,40,,70,70,70,40,70,60,70,45,,55,70,55,45
1867,1729,2008/2009,21,2009-01-10,10194,8650,1,10,4.5,1.36,65,70,55,35,,70,70,70,35,50,35,70,40,,50,60,60,40
1868,1729,2008/2009,21,2009-01-11,8528,8586,0,2.5,3.25,2.88,70,70,50,35,,70,70,70,35,70,50,50,50,,50,65,50,50
1869,1729,2008/2009,22,2009-01-19,8650,8668,1,1.62,3.75,6,50,35,70,40,,50,60,60,40,60,65,45,40,,60,70,70,40
1870,1729,2008/2009,22,2009-01-17,8472,10252,2,3.25,3.25,2.25,60,70,55,35,,70,70,70,35,70,59,50,30,,65,70,70,30
1871,1729,2008/2009,22,2009-01-18,8586,8462,1,1.73,3.6,5,70,50,50,50,,50,65,50,50,70,70,55,40,,70,70,70,40
1872,1729,2008/2009,22,2009-01-18,8654,9879,0,2.1,3.3,3.6,58,30,50,30,,31,70,70,30,60,70,50,40,,70,70,35,40
1873,1729,2008/2009,22,2009-01-17,8456,8528,0,2,3.4,3.75,70,60,70,45,,55,70,55,45,70,70,50,35,,70,70,70,35
1874,1729,2008/2009,22,2009-01-17,8655,10261,0,2,3.4,3.8,55,70,55,45,,60,70,70,45,70,60,60,45,,65,70,65,45
1875,1729,2008/2009,22,2009-01-17,8559,10260,2,8,3.8,1.5,55,70,45,35,,70,70,70,35,70,45,65,40,,45,70,50,40
1876,1729,2008/2009,22,2009-01-17,8659,8549,0,2.38,3.3,3,65,40,55,70,,70,70,70,70,70,70,50,30,,70,70,70,30
1877,1729,2008/2009,22,2009-01-17,8667,9825,2,5.5,4,1.62,65,60,55,70,,70,70,70,70,66,30,35,30,,30,45,40,50
1878,1729,2008/2009,22,2009-01-17,8455,10194,0,1.2,6.5,15,70,60,70,30,,56,70,60,35,65,70,55,35,,70,70,70,35
1879,1729,2008/2009,23,2009-01-27,8472,9879,0,2.25,3.3,3.5,60,70,55,35,,70,70,70,35,60,70,50,40,,70,70,35,40
1880,1729,2008/2009,23,2009-01-27,8586,10194,0,1.61,3.8,6.5,70,50,50,50,,50,65,50,50,65,70,55,35,,70,70,70,35
1881,1729,2008/2009,23,2009-01-28,8654,8667,0,1.83,3.6,4.75,58,30,50,30,,31,70,70,30,65,60,55,70,,70,70,70,70
1882,1729,2008/2009,23,2009-01-27,8659,10260,2,10,5,1.36,65,40,55,70,,70,70,70,70,70,45,65,40,,45,70,50,40
1883,1729,2008/2009,23,2009-01-27,8462,10252,2,3.25,3.4,2.3,70,70,55,40,,70,70,70,40,70,59,50,30,,65,70,70,30
1884,1729,2008/2009,23,2009-01-28,8528,8650,1,5,3.5,1.83,70,70,50,35,,70,70,70,35,50,35,70,40,,50,60,60,40
1885,1729,2008/2009,23,2009-01-28,8668,9825,1,3,3.3,2.5,60,65,45,40,,60,70,70,40,66,30,35,30,,30,45,40,50
1886,1729,2008/2009,23,2009-01-28,8456,10261,0,1.75,3.75,5,70,60,70,45,,55,70,55,45,70,60,60,45,,65,70,65,45
1887,1729,2008/2009,23,2009-01-28,8655,8559,1,2,3.25,4.5,55,70,55,45,,60,70,70,45,55,70,45,35,,70,70,70,35
1888,1729,2008/2009,23,2009-01-28,8455,8549,0,1.25,6,15,70,60,70,30,,56,70,60,35,70,70,50,30,,70,70,70,30
1889,1729,2008/2009,24,2009-01-31,10260,8668,0,1.36,4.5,10,70,45,65,40,,45,70,50,40,60,65,45,40,,60,70,70,40
1890,1729,2008/2009,24,2009-01-31,9825,8654,1,1.5,4.2,7,66,30,35,30,,30,45,40,50,58,30,50,30,,31,70,70,30
1891,1729,2008/2009,24,2009-02-01,8650,8455,0,2.5,3.1,3.1,50,35,70,40,,50,60,60,40,70,60,70,30,,56,70,60,35
1892,1729,2008/2009,24,2009-01-31,10252,8528,1,1.61,3.7,6,70,59,50,30,,65,70,70,30,70,70,50,35,,70,70,70,35
1893,1729,2008/2009,24,2009-01-31,8549,8655,1,2.5,3.3,2.87,70,70,50,30,,70,70,70,30,55,70,55,45,,60,70,70,45
1894,1729,2008/2009,24,2009-02-01,10261,8472,1,2.6,3.2,2.8,70,60,60,45,,65,70,65,45,60,70,55,35,,70,70,70,35
1895,1729,2008/2009,24,2009-01-31,9879,8462,0,2,3.3,4,60,70,50,40,,70,70,35,40,70,70,55,40,,70,70,70,40
1896,1729,2008/2009,24,2009-01-31,8559,8586,0,2.75,3.3,2.62,55,70,45,35,,70,70,70,35,70,50,50,50,,50,65,50,50
1897,1729,2008/2009,24,2009-01-31,8667,8659,1,2.2,3.2,3.5,65,60,55,70,,70,70,70,70,65,40,55,70,,70,70,70,70
1898,1729,2008/2009,24,2009-01-31,10194,8456,0,3.25,3.3,2.25,65,70,55,35,,70,70,70,35,70,60,70,45,,55,70,55,45
1899,1729,2008/2009,25,2009-02-07,8472,10194,0,1.83,3.5,4.5,60,70,55,35,,70,70,70,35,65,70,55,35,,70,70,70,35
1900,1729,2008/2009,25,2009-02-08,8586,9825,1,3,3.3,2.4,70,50,50,50,,50,65,50,50,66,30,35,30,,30,45,40,50
1901,1729,2008/2009,25,2009-02-08,8654,10260,2,6.5,3.75,1.57,58,30,50,30,,31,70,70,30,70,45,65,40,,45,70,50,40
1902,1729,2008/2009,25,2009-02-07,8668,8559,0,1.72,3.4,5.5,60,65,45,40,,60,70,70,40,55,70,45,35,,70,70,70,35
1903,1729,2008/2009,25,2009-02-07,8456,8549,0,1.61,3.75,6,70,60,70,45,,55,70,55,45,70,70,50,30,,70,70,70,30
1904,1729,2008/2009,25,2009-02-07,8655,10252,2,2.87,3.3,2.5,55,70,55,45,,60,70,70,45,70,59,50,30,,65,70,70,30
1905,1729,2008/2009,25,2009-02-07,8659,10261,2,2.25,3.3,3.25,65,40,55,70,,70,70,70,70,70,60,60,45,,65,70,65,45
1906,1729,2008/2009,25,2009-02-07,8462,8650,2,5,3.3,1.8,70,70,55,40,,70,70,70,40,50,35,70,40,,50,60,60,40
1907,1729,2008/2009,25,2009-02-07,8528,9879,1,2,3.4,3.8,70,70,50,35,,70,70,70,35,60,70,50,40,,70,70,35,40
